142	11	30	2
143	11	31	2
144	11	33	3
145	11	35	10
146	11	36	1
147	11	38	6
148	11	44	1
149	11	47	4
150	11	48	1
151	11	49	2
152	11	52	3
153	11	54	2
154	11	55	9
155	11	58	2
156	11	59	24
157	11	67	1
158	11	72	1
159	11	74	1
160	11	80	1
161	11	81	7
162	11	82	6
163	11	83	2
164	11	85	6
165	11	86	1
166	11	87	1
167	11	88	2
168	11	91	2
169	11	92	1
170	11	96	7
171	11	98	15
172	11	99	3
173	11	101	1
174	11	102	1
175	11	103	13
176	11	104	7
177	11	105	1
178	11	106	1
179	11	107	1
180	11	108	1
181	11	109	1
182	11	112	8
183	11	113	3
184	11	114	6
185	11	117	1
186	11	147	15
187	12	1	16
188	12	2	3
189	12	3	5
190	12	4	16
191	12	5	5
192	12	7	2
193	12	8	12
194	12	9	1
195	12	11	1
196	12	18	4
197	12	24	1
198	12	47	1
199	12	52	1
200	12	59	6
201	12	80	3
202	12	85	1
203	12	96	1
204	12	98	3
205	12	99	2
206	12	103	3
207	12	104	1
208	12	105	1
209	12	108	3
210	12	114	2
211	12	147	9
212	13	1	7
213	13	2	4
214	13	3	1
215	13	4	10
216	13	5	1
217	13	7	6
218	13	8	10
219	13	9	1
220	13	24	1
221	13	47	1
222	13	52	1
223	13	59	9
224	13	98	1
225	13	103	1
226	13	104	1
227	13	105	1
228	13	107	2
229	13	114	1
230	13	147	2
231	15	1	26
232	15	2	8
233	15	3	2
234	15	4	11
235	15	5	1
236	15	7	1
237	15	8	10
238	15	9	2
239	15	11	1
240	15	24	3
241	15	47	1
242	15	52	1
243	15	58	1
244	15	59	11
245	15	80	3
246	15	85	1
247	15	96	1
248	15	98	2
249	15	103	3
250	15	104	3
251	15	105	4
252	15	112	1
253	15	114	1
254	15	147	2
255	16	1	25
256	16	2	18
257	16	3	18
258	16	4	27
259	16	5	5
260	16	7	2
261	16	8	26
262	16	9	6
263	16	10	2
264	16	11	1
265	16	12	1
266	16	18	2
267	16	19	2
268	16	22	5
269	16	24	6
270	16	25	2
271	16	29	1
272	16	30	5
273	16	31	1
274	16	35	1
275	16	38	1
276	16	47	2
277	16	48	1
278	16	49	1
279	16	52	1
280	16	55	6
281	16	58	1
282	16	59	14
283	16	62	1
284	16	72	3
285	16	80	2
286	16	81	2
287	16	82	1
288	16	85	3
289	16	88	1
290	16	91	1
291	16	96	4
292	16	98	9
293	16	99	1
294	16	101	1
295	16	102	1
296	16	103	8
297	16	104	6
298	16	105	1
299	16	106	1
300	16	107	1
301	16	108	6
302	16	109	1
303	16	112	1
304	16	113	1
305	16	114	6
306	16	147	9
307	18	1	71
308	18	2	42
309	18	3	27
310	18	4	81
311	18	5	15
312	18	7	6
313	18	8	47
314	18	9	7
315	18	10	10
316	18	11	5
317	18	12	4
318	18	13	3
319	18	15	2
320	18	16	12
321	18	19	1
322	18	22	9
323	18	23	8
324	18	24	10
325	18	25	2
326	18	29	1
327	18	30	3
328	18	31	5
329	18	33	1
330	18	35	4
331	18	36	1
332	18	38	7
333	18	42	1
334	18	44	1
335	18	47	14
336	18	48	1
337	18	49	2
338	18	50	2
339	18	52	5
340	18	54	6
341	18	55	2
342	18	58	2
343	18	59	32
344	18	62	2
345	18	66	3
346	18	67	2
347	18	74	1
348	18	80	6
349	18	81	8
350	18	82	2
351	18	83	7
352	18	85	8
353	18	86	2
354	18	87	1
355	18	88	1
356	18	91	3
357	18	92	1
358	18	94	1
359	18	96	2
360	18	98	21
361	18	99	1
362	18	101	2
363	18	102	1
364	18	103	24
365	18	104	10
366	18	105	4
367	18	106	1
368	18	107	1
369	18	108	4
370	18	109	1
371	18	112	1
372	18	113	1
373	18	114	8
374	18	115	2
375	18	116	10
376	18	117	4
377	18	120	11
378	18	147	28
379	19	1	9
380	19	2	3
381	19	3	3
382	19	4	5
383	19	5	2
384	19	7	1
385	19	8	4
386	19	9	2
387	19	11	1
388	19	18	1
389	19	24	1
390	19	47	2
391	19	58	1
392	19	59	5
393	19	80	2
394	19	81	1
395	19	85	1
396	19	98	1
397	19	103	3
398	19	104	1
399	19	108	1
400	19	114	7
401	19	147	3
402	20	1	10
403	20	2	11
404	20	3	1
405	20	4	4
406	20	7	1
407	20	8	4
408	20	59	2
409	20	85	3
410	20	98	1
411	20	104	1
412	20	147	1
413	22	1	5
414	22	2	13
415	22	3	3
416	22	4	5
417	22	5	2
418	22	8	9
419	22	9	1
420	22	30	1
421	22	52	1
422	22	55	1
423	22	59	6
424	22	85	4
425	22	98	2
426	22	103	1
427	22	104	1
428	22	114	1
429	22	147	2
430	23	1	13
431	23	2	1
432	23	3	1
433	23	4	4
434	23	8	1
435	23	9	1
436	23	59	1
437	23	98	1
438	23	103	1
439	23	104	2
440	23	147	2
441	24	1	28
442	24	2	12
443	24	3	2
444	24	4	22
445	24	5	4
446	24	7	3
447	24	8	12
448	24	9	3
449	24	25	1
450	24	30	1
451	24	35	1
452	24	47	5
453	24	49	1
454	24	52	1
455	24	55	1
456	24	58	1
457	24	59	13
458	24	81	5
459	24	85	1
460	24	98	2
461	24	99	1
462	24	101	1
463	24	103	5
464	24	104	2
465	24	105	4
466	24	114	2
467	24	147	13
468	25	1	35
469	25	2	21
470	25	3	10
471	25	4	20
472	25	5	8
473	25	7	6
474	25	8	15
475	25	9	5
476	25	10	6
477	25	11	2
478	25	12	1
479	25	16	1
480	25	18	5
481	25	19	2
482	25	23	1
483	25	24	6
484	25	29	1
485	25	30	1
486	25	31	1
487	25	33	1
488	25	38	1
489	25	47	1
490	25	49	4
491	25	52	1
492	25	55	1
493	25	58	1
494	25	59	9
495	25	67	1
496	25	80	1
497	25	81	7
498	25	85	1
499	25	87	1
500	25	88	1
501	25	91	1
502	25	96	1
503	25	98	5
504	25	99	1
505	25	101	1
506	25	102	1
507	25	103	6
508	25	104	4
509	25	105	8
510	25	107	1
511	25	108	1
512	25	109	1
513	25	112	1
514	25	114	7
515	25	117	1
516	25	147	8
517	27	4	2
518	27	59	2
519	28	1	7
520	28	2	1
521	28	4	1
522	28	8	1
523	30	59	2
524	30	103	1
525	31	1	44
526	31	2	21
527	31	3	6
528	31	4	48
529	31	5	3
530	31	7	2
531	31	8	32
532	31	9	4
533	31	10	1
534	31	11	1
535	31	16	1
536	31	18	1
537	31	19	1
538	31	23	1
539	31	24	7
540	31	25	1
541	31	28	1
542	31	29	3
543	31	30	4
544	31	32	1
545	31	35	1
546	31	36	1
547	31	42	1
548	31	47	1
549	31	48	1
550	31	50	6
551	31	52	2
552	31	54	1
553	31	55	1
554	31	58	1
555	31	59	13
556	31	62	1
557	31	66	1
558	31	67	1
559	31	80	7
560	31	81	1
561	31	82	1
562	31	83	1
563	31	85	3
564	31	86	1
565	31	87	1
566	31	88	1
567	31	91	1
568	31	96	1
569	31	98	9
570	31	99	1
571	31	101	2
572	31	102	1
573	31	103	4
574	31	104	2
575	31	105	1
576	31	108	3
577	31	109	1
578	31	112	1
579	31	113	1
580	31	114	1
581	31	117	1
582	31	120	1
583	31	147	8
584	32	1	1
585	32	4	1
586	32	59	1
587	33	1	36
588	33	2	30
589	33	3	18
590	33	4	34
591	33	5	14
592	33	7	5
593	33	8	20
594	33	9	6
595	33	11	1
596	33	22	3
597	33	24	7
598	33	25	1
599	33	29	1
600	33	30	1
601	33	31	1
602	33	35	1
603	33	36	7
604	33	38	1
605	33	47	2
606	33	49	5
607	33	52	3
608	33	54	1
609	33	55	1
610	33	58	2
611	33	59	17
612	33	67	1
613	33	72	1
614	33	80	1
615	33	81	2
616	33	82	1
617	33	85	3
618	33	86	4
619	33	87	1
620	33	91	1
621	33	96	2
622	33	98	7
623	33	99	1
624	33	101	1
625	33	102	1
626	33	103	6
627	33	104	9
628	33	105	3
629	33	107	4
630	33	108	5
631	33	112	4
632	33	114	1
633	33	117	1
634	33	147	10
635	34	1	26
636	34	2	12
637	34	3	7
638	34	4	13
639	34	5	2
640	34	7	1
641	34	8	6
642	34	9	2
643	34	24	1
644	34	25	2
645	34	59	8
646	34	81	1
647	34	85	6
648	34	98	1
649	34	103	1
650	34	104	2
651	34	105	1
652	34	114	1
653	34	147	2
654	35	1	14
655	35	2	3
656	35	3	2
657	35	4	15
658	35	5	1
659	35	8	4
660	35	9	1
661	35	59	5
662	35	85	1
663	35	98	5
664	35	103	1
665	35	104	2
666	35	114	1
667	35	147	2
668	36	1	26
669	36	2	9
670	36	3	2
671	36	4	21
672	36	5	2
673	36	7	1
674	36	8	7
675	36	9	8
676	36	23	1
677	36	24	4
678	36	47	1
679	36	52	1
680	36	55	1
681	36	58	1
682	36	59	10
683	36	81	1
684	36	82	3
685	36	85	2
686	36	88	3
687	36	98	1
688	36	101	1
689	36	103	2
690	36	104	2
691	36	105	2
692	36	112	1
693	36	113	1
694	36	114	2
695	36	147	3
696	37	1	1
697	37	2	1
698	37	4	1
699	37	8	1
700	37	59	1
701	38	1	35
702	38	2	9
703	38	3	8
704	38	4	29
705	38	5	3
706	38	7	2
707	38	8	19
708	38	9	3
709	38	10	1
710	38	11	1
711	38	16	5
712	38	18	1
713	38	24	3
714	38	25	1
715	38	30	1
716	38	31	1
717	38	33	1
718	38	35	1
719	38	39	1
720	38	41	1
721	38	42	1
722	38	44	1
723	38	47	1
724	38	48	1
725	38	49	1
726	38	50	1
727	38	52	1
728	38	55	2
729	38	58	2
730	38	59	25
731	38	62	1
732	38	66	1
733	38	67	1
734	38	69	1
735	38	76	1
736	38	80	1
737	38	81	1
738	38	82	1
739	38	83	1
740	38	85	2
741	38	86	1
742	38	88	2
743	38	91	4
744	38	96	1
745	38	98	3
746	38	99	1
747	38	101	1
748	38	102	1
749	38	103	3
750	38	104	10
751	38	105	9
752	38	108	1
753	38	112	6
754	38	114	1
755	38	117	1
756	38	120	1
757	38	147	5
758	39	1	24
759	39	2	10
760	39	3	2
761	39	4	26
762	39	5	9
763	39	7	1
764	39	8	11
765	39	9	3
766	39	10	1
767	39	11	1
768	39	24	2
769	39	25	1
770	39	30	1
771	39	33	1
772	39	35	1
773	39	38	1
774	39	47	2
775	39	48	1
776	39	49	1
777	39	52	1
778	39	55	1
779	39	58	1
780	39	59	19
781	39	81	1
782	39	82	3
783	39	85	1
784	39	91	1
785	39	96	3
786	39	98	11
787	39	99	1
788	39	101	1
789	39	103	4
790	39	104	3
791	39	105	2
792	39	107	1
793	39	108	3
794	39	112	3
795	39	114	3
796	39	147	6
797	40	1	23
798	40	2	19
799	40	3	5
800	40	4	23
801	40	5	9
802	40	7	1
803	40	8	10
804	40	9	6
805	40	10	1
806	40	11	1
807	40	12	1
808	40	22	3
809	40	24	2
810	40	30	1
811	40	33	1
812	40	38	1
813	40	44	4
814	40	47	2
815	40	48	3
816	40	52	2
817	40	55	1
818	40	58	4
819	40	59	21
820	40	80	1
821	40	81	1
822	40	82	3
823	40	85	4
824	40	88	1
825	40	96	1
826	40	98	11
827	40	99	1
828	40	101	1
829	40	103	3
830	40	104	5
831	40	105	1
832	40	108	1
833	40	112	1
834	40	114	1
835	40	147	4
836	41	1	18
837	41	2	11
838	41	3	9
839	41	4	13
840	41	5	1
841	41	7	1
842	41	8	3
843	41	9	1
844	41	49	2
845	41	52	1
846	41	55	1
847	41	59	13
848	41	81	1
849	41	85	1
850	41	98	7
851	41	103	1
852	41	104	2
853	41	114	1
854	41	147	2
855	42	1	17
856	42	2	7
857	42	3	4
858	42	4	23
859	42	5	5
860	42	7	1
861	42	8	8
862	42	9	1
863	42	11	1
864	42	24	1
865	42	44	2
866	42	47	2
867	42	48	1
868	42	52	1
869	42	54	1
870	42	55	1
871	42	58	1
872	42	59	16
873	42	67	1
874	42	80	1
875	42	85	2
876	42	88	1
877	42	91	1
878	42	98	1
879	42	103	3
880	42	104	3
881	42	105	2
882	42	114	1
883	42	147	3
884	43	1	21
885	43	2	18
886	43	3	8
887	43	4	24
888	43	5	5
889	43	7	1
890	43	8	8
891	43	9	3
892	43	10	1
893	43	11	1
894	43	12	1
895	43	22	1
896	43	24	2
897	43	30	1
898	43	35	1
899	43	38	4
900	43	44	5
901	43	47	5
902	43	48	1
903	43	52	1
904	43	55	1
905	43	58	1
906	43	59	20
907	43	67	3
908	43	80	1
909	43	81	1
910	43	82	3
911	43	85	4
912	43	86	1
913	43	88	1
914	43	96	4
915	43	98	8
916	43	101	1
917	43	103	2
918	43	104	10
919	43	107	1
920	43	112	1
921	43	114	1
922	43	147	8
923	44	1	22
924	44	2	24
925	44	3	5
926	44	4	28
927	44	5	11
928	44	7	1
929	44	8	14
930	44	9	1
931	44	10	1
932	44	11	1
933	44	12	1
934	44	18	1
935	44	24	6
936	44	30	1
937	44	31	1
938	44	33	1
939	44	36	6
940	44	38	1
941	44	42	2
942	44	47	1
943	44	48	1
944	44	50	6
945	44	52	2
946	44	55	1
947	44	58	5
948	44	59	13
949	44	62	1
950	44	67	1
951	44	80	1
952	44	81	2
953	44	83	1
954	44	85	1
955	44	86	1
956	44	87	3
957	44	88	2
958	44	96	1
959	44	98	17
960	44	99	1
961	44	101	1
962	44	103	3
963	44	104	9
964	44	105	5
965	44	107	1
966	44	108	1
967	44	112	1
968	44	114	1
969	44	147	5
970	47	1	67
971	47	2	33
972	47	3	10
973	47	4	69
974	47	5	17
975	47	7	5
976	47	8	58
977	47	9	14
978	47	10	1
979	47	11	1
980	47	12	2
981	47	16	6
982	47	18	7
983	47	19	1
984	47	22	2
985	47	23	3
986	47	24	6
987	47	25	8
988	47	28	1
989	47	29	1
990	47	30	2
991	47	31	11
992	47	33	2
993	47	35	1
994	47	36	9
995	47	38	1
996	47	42	3
997	47	44	2
998	47	48	1
999	47	49	12
1000	47	50	5
1001	47	52	8
1002	47	54	1
1003	47	55	8
1004	47	58	7
1005	47	59	59
1006	47	62	3
1007	47	66	4
1008	47	67	8
1009	47	72	1
1010	47	74	6
1011	47	80	3
1012	47	81	18
1013	47	82	9
1014	47	83	2
1015	47	85	6
1016	47	86	1
1017	47	87	7
1018	47	88	4
1019	47	91	3
1020	47	92	1
1021	47	94	1
1022	47	96	5
1023	47	98	27
1024	47	99	1
1025	47	101	3
1026	47	102	2
1027	47	103	7
1028	47	104	10
1029	47	105	8
1030	47	106	1
1031	47	107	2
1032	47	108	3
1033	47	109	2
1034	47	112	1
1035	47	113	2
1036	47	114	22
1037	47	117	2
1038	47	147	33
1039	48	1	21
1040	48	2	14
1041	48	3	4
1042	48	4	15
1043	48	5	4
1044	48	7	5
1045	48	8	16
1046	48	9	1
1047	48	47	1
1048	48	49	4
1049	48	52	1
1050	48	55	3
1051	48	58	3
1052	48	59	14
1053	48	81	1
1054	48	85	7
1055	48	98	5
1056	48	99	3
1057	48	103	2
1058	48	104	1
1059	48	114	1
1060	48	147	7
1061	49	1	24
1062	49	2	17
1063	49	3	15
1064	49	4	28
1065	49	5	6
1066	49	7	7
1067	49	8	18
1068	49	9	7
1069	49	24	4
1070	49	30	1
1071	49	31	1
1072	49	35	1
1073	49	47	7
1074	49	52	11
1075	49	55	5
1076	49	58	2
1077	49	59	22
1078	49	80	1
1079	49	81	1
1080	49	85	1
1081	49	88	2
1082	49	91	2
1083	49	98	8
1084	49	99	1
1085	49	101	5
1086	49	102	1
1087	49	103	3
1088	49	104	3
1089	49	105	2
1090	49	114	4
1091	49	147	8
1092	50	1	15
1093	50	2	9
1094	50	3	1
1095	50	4	12
1096	50	5	2
1097	50	7	1
1098	50	8	9
1099	50	9	1
1100	50	24	1
1101	50	31	1
1102	50	47	1
1103	50	49	3
1104	50	52	2
1105	50	55	1
1106	50	58	1
1107	50	59	11
1108	50	81	1
1109	50	82	1
1110	50	85	6
1111	50	88	2
1112	50	98	1
1113	50	103	1
1114	50	104	1
1115	50	105	4
1116	50	114	1
1117	50	147	4
1118	51	1	4
1119	51	2	5
1120	51	3	1
1121	51	4	12
1122	51	5	1
1123	51	7	1
1124	51	8	9
1125	51	9	1
1126	51	47	1
1127	51	52	1
1128	51	55	1
1129	51	58	1
1130	51	59	7
1131	51	80	1
1132	51	85	1
1133	51	98	8
1134	51	103	3
1135	51	104	1
1136	51	107	1
1137	51	147	14
1138	52	1	43
1139	52	2	25
1140	52	3	16
1141	52	4	47
1142	52	5	17
1143	52	7	12
1144	52	8	26
1145	52	9	3
1146	52	10	1
1147	52	11	1
1148	52	12	1
1149	52	19	2
1150	52	22	1
1151	52	23	1
1152	52	24	3
1153	52	25	1
1154	52	29	1
1155	52	30	1
1156	52	31	7
1157	52	33	1
1158	52	35	1
1159	52	38	1
1160	52	44	1
1161	52	47	4
1162	52	48	1
1163	52	49	9
1164	52	54	1
1165	52	55	3
1166	52	58	6
1167	52	59	50
1168	52	66	3
1169	52	67	4
1170	52	72	1
1171	52	74	1
1172	52	80	2
1173	52	81	3
1174	52	82	1
1175	52	83	5
1176	52	85	6
1177	52	86	1
1178	52	87	1
1179	52	88	2
1180	52	91	6
1181	52	96	1
1182	52	98	12
1183	52	99	1
1184	52	101	3
1185	52	102	1
1186	52	103	5
1187	52	104	13
1188	52	105	1
1189	52	107	1
1190	52	108	3
1191	52	112	2
1192	52	113	1
1193	52	114	4
1194	52	117	1
1195	52	147	12
1196	53	1	9
1197	53	2	1
1198	53	3	1
1199	53	4	2
1200	53	8	1
1201	53	59	5
1202	53	98	3
1203	53	147	1
1204	54	1	8
1205	54	2	3
1206	54	3	11
1207	54	4	18
1208	54	5	1
1209	54	7	1
1210	54	8	4
1211	54	9	1
1212	54	35	1
1213	54	47	2
1214	54	49	3
1215	54	52	1
1216	54	55	1
1217	54	58	2
1218	54	59	11
1219	54	67	3
1220	54	81	4
1221	54	85	1
1222	54	88	2
1223	54	98	1
1224	54	103	2
1225	54	104	2
1226	54	105	4
1227	54	114	2
1228	54	147	3
1229	55	1	4
1230	55	2	3
1231	55	3	3
1232	55	4	5
1233	55	5	6
1234	55	7	1
1235	55	8	3
1236	55	9	1
1237	55	47	1
1238	55	52	2
1239	55	58	5
1240	55	59	9
1241	55	81	1
1242	55	98	1
1243	55	101	1
1244	55	102	1
1245	55	103	1
1246	55	104	1
1247	55	147	3
1248	56	1	5
1249	56	2	3
1250	56	4	6
1251	56	59	10
1252	56	103	1
1253	57	1	13
1254	57	2	7
1255	57	3	4
1256	57	4	11
1257	57	5	1
1258	57	7	1
1259	57	8	9
1260	57	9	1
1261	57	52	1
1262	57	55	1
1263	57	58	3
1264	57	59	19
1265	57	81	1
1266	57	85	1
1267	57	98	1
1268	57	103	1
1269	57	104	1
1270	57	114	1
1271	57	147	2
1272	58	1	14
1273	58	2	25
1274	58	3	11
1275	58	4	22
1276	58	5	4
1277	58	7	2
1278	58	8	17
1279	58	9	2
1280	58	11	1
1281	58	24	4
1282	58	30	1
1283	58	33	3
1284	58	47	6
1285	58	52	1
1286	58	54	1
1287	58	55	4
1288	58	59	23
1289	58	67	1
1290	58	72	1
1291	58	81	1
1292	58	82	1
1293	58	85	1
1294	58	88	1
1295	58	91	1
1296	58	96	1
1297	58	98	2
1298	58	101	1
1299	58	103	3
1300	58	104	2
1301	58	105	1
1302	58	107	1
1303	58	108	1
1304	58	114	1
1305	58	147	4
1306	59	1	22
1307	59	2	13
1308	59	3	4
1309	59	4	16
1310	59	5	6
1311	59	7	2
1312	59	8	7
1313	59	9	2
1314	59	30	1
1315	59	31	1
1316	59	35	1
1317	59	47	5
1318	59	52	2
1319	59	55	4
1320	59	58	11
1321	59	72	1
1322	59	81	1
1323	59	85	3
1324	59	98	10
1325	59	101	1
1326	59	102	1
1327	59	103	3
1328	59	104	5
1329	59	105	1
1330	59	114	4
1331	59	147	5
1332	62	1	24
1333	62	2	12
1334	62	3	11
1335	62	4	29
1336	62	5	11
1337	62	7	14
1338	62	8	21
1339	62	9	7
1340	62	10	1
1341	62	11	1
1342	62	12	1
1343	62	18	2
1344	62	19	1
1345	62	24	2
1346	62	25	1
1347	62	29	1
1348	62	30	1
1349	62	31	3
1350	62	33	1
1351	62	35	1
1352	62	36	6
1353	62	38	1
1354	62	42	1
1355	62	44	6
1356	62	47	8
1357	62	48	1
1358	62	49	4
1359	62	50	2
1360	62	52	2
1361	62	54	5
1362	62	55	6
1363	62	58	5
1364	62	59	103
1365	62	63	15
1366	62	64	1
1367	62	66	1
1368	62	67	2
1369	62	72	1
1370	62	76	1
1371	62	77	5
1372	62	80	1
1373	62	81	4
1374	62	82	1
1375	62	85	4
1376	62	86	2
1377	62	88	2
1378	62	91	1
1379	62	92	5
1380	62	94	5
1381	62	96	2
1382	62	98	7
1383	62	99	6
1384	62	101	3
1385	62	103	6
1386	62	104	3
1387	62	105	9
1388	62	108	1
1389	62	112	1
1390	62	114	3
1391	62	117	1
1392	62	147	11
1393	63	1	16
1394	63	2	6
1395	63	3	3
1396	63	4	13
1397	63	5	6
1398	63	7	5
1399	63	8	6
1400	63	9	1
1401	63	47	1
1402	63	52	1
1403	63	55	6
1404	63	58	2
1405	63	59	27
1406	63	81	4
1407	63	85	1
1408	63	98	9
1409	63	103	3
1410	63	104	2
1411	63	105	1
1412	63	114	1
1413	63	147	2
1414	64	4	9
1415	64	59	20
1416	64	103	2
1417	65	1	3
1418	65	2	2
1419	65	3	1
1420	65	4	9
1421	65	5	6
1422	65	7	1
1423	65	8	12
1424	65	9	1
1425	65	47	2
1426	65	55	1
1427	65	58	3
1428	65	59	22
1429	65	85	1
1430	65	98	7
1431	65	103	1
1432	65	104	1
1433	65	114	1
1434	65	147	2
1435	66	1	29
1436	66	2	16
1437	66	3	12
1438	66	4	25
1439	66	5	11
1440	66	7	9
1441	66	8	18
1442	66	9	4
1443	66	10	1
1444	66	11	1
1445	66	24	4
1446	66	25	1
1447	66	30	2
1448	66	31	1
1449	66	33	1
1450	66	35	1
1451	66	38	1
1452	66	47	8
1453	66	49	2
1454	66	52	9
1455	66	54	1
1456	66	55	2
1457	66	58	12
1458	66	59	31
1459	66	67	2
1460	66	72	1
1461	66	80	1
1462	66	81	3
1463	66	82	2
1464	66	85	13
1465	66	86	4
1466	66	87	1
1467	66	88	2
1468	66	91	4
1469	66	96	1
1470	66	98	12
1471	66	99	1
1472	66	101	1
1473	66	102	1
1474	66	103	3
1475	66	104	11
1476	66	105	2
1477	66	107	1
1478	66	108	1
1479	66	112	1
1480	66	113	1
1481	66	114	2
1482	66	147	15
1483	67	1	32
1484	67	2	21
1485	67	3	13
1486	67	4	47
1487	67	5	7
1488	67	7	8
1489	67	8	27
1490	67	9	2
1491	67	10	1
1492	67	11	1
1493	67	12	1
1494	67	19	1
1495	67	22	1
1496	67	24	2
1497	67	25	1
1498	67	29	1
1499	67	30	1
1500	67	31	1
1501	67	33	1
1502	67	35	1
1503	67	44	1
1504	67	47	4
1505	67	48	1
1506	67	49	2
1507	67	52	11
1508	67	54	1
1509	67	55	2
1510	67	58	11
1511	67	59	68
1512	67	66	3
1513	67	72	1
1514	67	74	1
1515	67	80	2
1516	67	81	11
1517	67	82	2
1518	67	83	5
1519	67	85	12
1520	67	86	1
1521	67	87	1
1522	67	88	7
1523	67	91	1
1524	67	92	1
1525	67	94	1
1526	67	96	2
1527	67	98	8
1528	67	99	1
1529	67	101	1
1530	67	102	1
1531	67	103	4
1532	67	104	4
1533	67	105	1
1534	67	107	5
1535	67	108	1
1536	67	109	1
1537	67	112	5
1538	67	113	5
1539	67	114	3
1540	67	117	1
1541	67	147	11
1542	68	1	8
1543	68	2	19
1544	68	3	3
1545	68	4	26
1546	68	5	1
1547	68	7	1
1548	68	8	13
1549	68	9	1
1550	68	24	1
1551	68	47	1
1552	68	49	1
1553	68	52	1
1554	68	55	1
1555	68	58	2
1556	68	59	16
1557	68	85	1
1558	68	88	1
1559	68	91	1
1560	68	98	3
1561	68	103	1
1562	68	104	1
1563	68	105	1
1564	68	114	1
1565	68	147	4
1566	69	1	6
1567	69	2	2
1568	69	3	1
1569	69	4	5
1570	69	5	2
1571	69	8	5
1572	69	24	1
1573	69	55	1
1574	69	58	1
1575	69	59	8
1576	69	80	2
1577	69	85	1
1578	69	87	1
1579	69	98	1
1580	69	103	1
1581	69	105	1
1582	69	147	1
1583	71	1	4
1584	71	2	2
1585	71	3	1
1586	71	4	6
1587	71	5	2
1588	71	7	1
1589	71	8	12
1590	71	9	1
1591	71	35	1
1592	71	47	3
1593	71	52	1
1594	71	55	1
1595	71	58	1
1596	71	59	15
1597	71	72	1
1598	71	81	1
1599	71	85	2
1600	71	88	1
1601	71	98	1
1602	71	103	1
1603	71	104	1
1604	71	105	1
1605	71	114	1
1606	71	147	3
1607	72	1	6
1608	72	2	2
1609	72	3	1
1610	72	4	4
1611	72	5	1
1612	72	7	1
1613	72	8	6
1614	72	9	1
1615	72	47	3
1616	72	52	1
1617	72	55	1
1618	72	59	5
1619	72	88	1
1620	72	103	1
1621	72	104	1
1622	72	147	4
1623	73	1	4
1624	73	2	7
1625	73	3	2
1626	73	4	9
1627	73	5	2
1628	73	7	1
1629	73	8	12
1630	73	9	1
1631	73	47	1
1632	73	52	2
1633	73	55	1
1634	73	58	1
1635	73	59	9
1636	73	81	1
1637	73	85	1
1638	73	88	1
1639	73	91	1
1640	73	98	1
1641	73	103	1
1642	73	104	3
1643	73	105	1
1644	73	147	3
1645	74	1	2
1646	74	2	2
1647	74	4	1
1648	74	5	1
1649	74	7	1
1650	74	8	6
1651	74	47	1
1652	74	55	1
1653	74	59	3
1654	74	85	1
1655	74	88	1
1656	74	98	1
1657	74	104	1
1658	74	114	1
1659	74	147	1
1660	76	1	4
1661	76	2	4
1662	76	3	4
1663	76	4	7
1664	76	5	1
1665	76	7	1
1666	76	8	6
